,hotal_name,vip_message,hotel_amenities,property_details_highlight,deal,price_promotion,hotel_status,price_actual,unit,review_score_total,review_score,count_reviwer,review_score_meaning,status_available,status_available_text,hotel_latitude,hotel_longitude,neighborhood
160,Outrigger Surin Beach Resort,VIP Access,['Pool'],[],DEAL_MEMBER,"6,003",STANDALONE,"10,005",per night,5,4.1,230,Very good,TRUE,,7.977141,98.280344,
161,Thiw Son Beach Resort,,['Pool'],[],DEAL_GENERIC,"1,742",STANDALONE,,per night,5,4.3,125,Excellent,TRUE,,8.054749,98.596985,
162,The AIM Patong Hotel,,['Pool'],[],DEAL_MEMBER,"1,465",STANDALONE,"3,117",per night,5,3.8,211,Good,TRUE,,7.891693,98.301416,
163,Thanthip Beach Resort,,['Pool'],[],DEAL_MEMBER,"1,213",STANDALONE,"3,033",per night,5,3.9,92,Good,TRUE,,7.903879,98.303325,
164,The Crib Patong,,['Pool'],[],DEAL_MEMBER,"1,510",STANDALONE,"3,774",per night,5,3.9,465,Good,TRUE,,7.891736,98.301432,
165,Anantara Mai Khao Phuket Villas,VIP Access,['Pool'],['Entire home'],,"28,500",STANDALONE,,per night,5,4.8,401,Exceptional,TRUE,,8.169013,98.295506,
166,Rayaburi Hotel Patong,,"['Pool', 'Hot tub']",[],,"1,137",STANDALONE,,per night,5,3.7,502,Good,TRUE,,7.897758,98.297288,
167,Peach Hill Resort,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,893",STANDALONE,"5,896",per night,5,3.8,331,Good,TRUE,,7.825664,98.295322,
168,Princess Kamala Beachfront Hotel,,['Pool'],[],DEAL_MEMBER,"2,763",STANDALONE,,per night,5,5,2,Exceptional,TRUE,,7.950894,98.282457,
169,The View Rawada Phuket,,['Pool'],[],DEAL_MEMBER,"1,003",STANDALONE,"1,338",per night,5,3.3,29,,TRUE,,7.817265,98.330426,
170,Triple L Hotel Patong Beach,,['Pool'],[],DEAL_MEMBER,"1,516",STANDALONE,"2,527",per night,5,4.3,4,Excellent,TRUE,,7.880187,98.299599,
171,Beehive Boutique Hotel Phuket,,['Pool'],[],DEAL_MEMBER,"1,062",STANDALONE,"2,527",per night,5,4,1,Very good,TRUE,,7.866894,98.350341,
172,Andara Resort Villas,VIP Access,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"25,178",STANDALONE,"45,878",per night,5,4.8,137,Exceptional,TRUE,,7.94919,98.275434,
173,Aurico Kata Resort & Spa,,['Pool'],[],DEAL_MEMBER,"3,707",STANDALONE,,per night,5,4.6,67,Wonderful,TRUE,,7.827169,98.299034,
174,Stay Wellbeing & Lifestyle Resort,,['Pool'],[],,"4,206",STANDALONE,,per night,5,4.5,120,Wonderful,TRUE,,7.810696,98.330167,
175,Sea Pearl Beach Resort,,['Pool'],[],DEAL_MEMBER,"2,210",STANDALONE,"4,420",per night,5,4.4,30,Excellent,TRUE,,7.886913,98.291041,
176,Andaman White Beach Resort,,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"5,434",STANDALONE,"10,868",per night,5,4.3,504,Excellent,TRUE,,8.046906,98.27824,
177,Centara Karon Resort Phuket,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"2,820",STANDALONE,,per night,5,4.2,649,Very good,TRUE,,7.849265,98.295982,
178,Novotel Phuket Resort,,['Pool'],[],,"3,570",STANDALONE,,per night,5,4.1,652,Very good,TRUE,,7.907991,98.297718,
179,Novotel Phuket Vintage Park,,['Pool'],[],,"3,570",STANDALONE,,per night,5,4.1,897,Very good,TRUE,,7.898778,98.300366,
180,Neptuna Hotel,,['Pool'],[],DEAL_GENERIC,622,STANDALONE,"1,549",per night,5,3.7,14,Good,TRUE,,7.894836,98.298657,
181,Clear House Resort,,['Pool'],[],DEAL_MEMBER,842,STANDALONE,,per night,5,4.1,105,Very good,TRUE,,7.950549,98.285975,
182,BYD Lofts Boutique Hotel & Serviced Apartments,,['Pool'],[],DEAL_MEMBER,"4,228",STANDALONE,"7,046",per night,5,4.6,433,Wonderful,TRUE,,7.900805,98.299633,
183,NH Boat Lagoon Phuket Resort,,['Pool'],[],,"1,289",STANDALONE,"1,464",per night,5,3.5,114,Good,TRUE,,7.962717,98.38584,
184,The ASHLEE Plaza Patong Hotel & Spa,,['Pool'],[],DEAL_MEMBER,"2,290",STANDALONE,"5,725",per night,5,3.3,349,,TRUE,,7.881423,98.292477,
185,The Palmery Resort,,['Pool'],[],DEAL_GENERIC,"1,952",STANDALONE,"4,339",per night,5,4.1,264,Very good,TRUE,,7.816389,98.306541,
186,The Baray Villa by Sawasdee Village,,['Pool'],[],DEAL_MEMBER,"6,516",STANDALONE,"10,952",per night,5,4.7,107,Exceptional,TRUE,,7.821426,98.301271,
187,Patong Bay Hill Resort,,['Pool'],[],DEAL_MEMBER,"2,635",STANDALONE,"3,100",per night,5,4,135,Very good,TRUE,,7.87775,98.298824,
188,Cassia Phuket,,['Pool'],[],DEAL_MEMBER,"4,100",STANDALONE,,per night,5,4.3,206,Excellent,TRUE,,8.000247,98.296872,
189,Le Piman Resort,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,719",STANDALONE,"3,067",per night,5,4.7,44,Exceptional,TRUE,,7.790821,98.329888,
190,Noku Phuket,,['Pool'],[],DEAL_MEMBER,"8,100",STANDALONE,,per night,5,5,4,Exceptional,TRUE,,7.848273,98.329331,
191,SKYVIEW Resort Phuket Patong Beach,VIP Access,['Pool'],[],DEAL_MEMBER,"2,779",STANDALONE,"3,270",per night,5,4.8,10,Exceptional,TRUE,,7.900695,98.310597,
192,Wyndham Grand Nai Harn Beach Phuket,,['Pool'],[],,"3,042",STANDALONE,,per night,5,3.5,6,Good,TRUE,,7.783132,98.311048,
193,MIDA Grande Resort Phuket,,['Pool'],[],,"4,259",STANDALONE,,per night,5,4.2,19,Very good,TRUE,,7.977785,98.285637,
194,Airport Beach Hotel Phuket,,['Pool'],[],DEAL_MEMBER,"1,516",STANDALONE,"1,685",per night,5,4.1,115,Very good,TRUE,,8.092462,98.300799,
195,On Hotel Phuket,,[],[],DEAL_MEMBER,902,STANDALONE,"1,640",per night,5,3.3,69,,TRUE,,7.848494,98.294542,
196,Tropica Bungalow Resort,,['Pool'],[],DEAL_MEMBER,"2,831",STANDALONE,"3,538",per night,5,3.9,461,Good,TRUE,,7.893792,98.29521,
197,Metadee Elite - SHA Extra Plus,,['Pool'],[],DEAL_MEMBER,"4,534",STANDALONE,"5,334",per night,5,4,2,Very good,TRUE,,7.818914,98.305058,
198,The SIS Kata Resort,,['Pool'],[],DEAL_GENERIC,"2,009",STANDALONE,"2,278",per night,5,4.4,257,Excellent,TRUE,,7.812383,98.299987,
199,Tony Resort,,['Pool'],[],DEAL_GENERIC,"1,432",STANDALONE,"1,910",per night,5,3.9,488,Good,TRUE,,7.889882,98.295752,
200,P.S. Hotel -SHA Plus,,[],[],DEAL_MEMBER,"1,877",STANDALONE,,per night,5,0,0,,TRUE,,7.893875,98.298618,
201,Sunwing Kamala Beach,,['Pool'],[],DEAL_GENERIC,"4,768",STANDALONE,,per night,5,4.3,714,Excellent,TRUE,,7.952329,98.28457,
202,Laguna Holiday Club Phuket Resort,,['Pool'],[],DEAL_GENERIC,"3,788",STANDALONE,,per night,5,4.1,184,Very good,TRUE,,8.003325,98.298614,
203,Grace Patong Hotel,,['Pool'],[],DEAL_MEMBER,"1,020",STANDALONE,"1,361",per night,5,3.5,2,Good,TRUE,,7.8918,98.3023,
204,KK - Karon Kata Boutique Hotel,,['Pool'],[],DEAL_GENERIC,"2,038",STANDALONE,"2,548",per night,5,4.8,8,Exceptional,TRUE,,7.827565,98.296439,
205,Sawaddi Patong Resort & Spa by Tolani,,['Pool'],[],DEAL_MEMBER,"1,900",STANDALONE,,per night,5,4,819,Very good,TRUE,,7.895453,98.304123,
206,The Boathouse Phuket,,['Pool'],[],DEAL_GENERIC,"6,944",STANDALONE,"7,796",per night,5,4.7,94,Exceptional,TRUE,,7.814231,98.299242,
207,Woo Gallery and Boutique Hotel,,[],[],DEAL_GENERIC,"1,834",STANDALONE,"2,513",per night,5,4.8,6,Exceptional,TRUE,,7.883754,98.389279,Chinatown
208,Amata Patong,,['Pool'],[],DEAL_GENERIC,"1,517",STANDALONE,"2,022",per night,5,3.7,994,Good,TRUE,,7.890391,98.297056,
209,APK Resort & Spa,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,095",STANDALONE,,per night,5,3.1,356,,TRUE,,7.89345,98.30162,
210,Twinpalms Phuket,VIP Access,['Pool'],[],DEAL_GENERIC,"17,947",STANDALONE,"19,941",per night,5,4.7,707,Exceptional,TRUE,,7.977545,98.280432,
211,Hotel IKON Phuket,VIP Access,['Pool'],[],DEAL_MEMBER,"2,047",STANDALONE,"7,582",per night,5,4.4,860,Excellent,TRUE,,7.843038,98.302765,
212,Sai Rougn Residence,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,048",STANDALONE,"1,635",per night,5,3.9,82,Good,TRUE,,7.878797,98.294361,
213,Coriacea Boutique Resort,,['Pool'],[],DEAL_GENERIC,"2,679",STANDALONE,"4,465",per night,5,4.4,117,Excellent,TRUE,,8.120815,98.302259,
214,Supalai Scenic Bay Resort And Spa,,['Pool'],[],DEAL_GENERIC,"1,602",STANDALONE,"2,102",per night,5,3.6,101,Good,TRUE,,8.083996,98.433226,
215,Phunawa Resort,,['Pool'],[],DEAL_GENERIC,"2,885",STANDALONE,,per night,5,3.9,600,Good,TRUE,,7.856538,98.295631,
216,The Senses Pool Villas,,"['Pool', 'Hot tub', 'Kitchen']",['Entire home'],,"3,394",STANDALONE,,per night,5,4.5,39,Wonderful,TRUE,,7.888476,98.304618,
217,Peach Blossom Resort,,['Pool'],[],DEAL_GENERIC,"2,696",STANDALONE,"8,425",per night,5,4,213,Very good,TRUE,,7.826927,98.295246,
218,Grand Kata VIP - Kata Beach,,['Pool'],[],DEAL_MEMBER,"2,457",STANDALONE,"2,730",per night,5,4.5,120,Wonderful,TRUE,,7.82615,98.296721,
219,Bedline Hotel,,[],[],DEAL_GENERIC,"1,126",STANDALONE,"1,563",per night,5,5,1,Exceptional,TRUE,,7.874515,98.389103,Talat Nuea
220,Best Western Patong Beach,,['Pool'],[],DEAL_MEMBER,"1,432",STANDALONE,,per night,5,4,383,Very good,TRUE,,7.892507,98.301958,
221,Metadee Concept Hotel,,['Pool'],[],DEAL_GENERIC,"3,885",STANDALONE,,per night,5,4.5,794,Wonderful,TRUE,,7.819043,98.302964,
222,99 Residence,,[],[],DEAL_MEMBER,741,STANDALONE,927,per night,5,0,0,,TRUE,,7.884461,98.295173,
223,LIV Hotel Phuket Patong Beachfront,,['Pool'],[],,"2,958",STANDALONE,,per night,5,4.3,23,Excellent,TRUE,,7.885743,98.288827,
224,Kokotel Phuket Nai Yang Beach,,['Pool'],[],DEAL_MEMBER,"2,359",STANDALONE,,per night,5,4.7,10,Exceptional,TRUE,,8.092361,98.300174,
225,Phuket Sea Resort,,['Pool'],[],DEAL_GENERIC,"1,157",STANDALONE,"2,822",per night,5,3.6,131,Good,TRUE,,7.774382,98.325343,
226,Homa Phuket Town,,"['Pool', 'Kitchen']",[],DEAL_GENERIC,"1,747",STANDALONE,"2,185",per night,5,4.9,7,Exceptional,TRUE,,7.90823,98.37865,
227,Koyao Island Resort,,['Pool'],[],DEAL_GENERIC,"14,492",STANDALONE,,per night,5,4.6,144,Wonderful,TRUE,,8.117997,98.623519,
228,Royal Yao Yai Island Beach Resort - Near Phuket,,['Pool'],[],DEAL_GENERIC,"2,082",STANDALONE,"2,974",per night,5,4.7,3,Exceptional,TRUE,,7.981519,98.569397,
229,The Touch Green Naiyang Hotel & Fitness,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,516",STANDALONE,,per night,5,4.1,38,Very good,TRUE,,8.086228,98.301436,
230,Phuket Merlin Hotel,,['Pool'],[],DEAL_MEMBER,629,STANDALONE,"1,019",per night,5,3.2,37,,TRUE,,7.890361,98.386718,Phuket
231,Secret Cliff Resort Phuket,,['Pool'],[],DEAL_MEMBER,"1,513",STANDALONE,"2,161",per night,5,3.6,356,Good,TRUE,,7.84879,98.29376,
232,CC's Hideaway,,['Pool'],[],DEAL_MEMBER,"1,713",STANDALONE,,per night,5,4.4,288,Excellent,TRUE,,7.829919,98.304776,
233,Courtyard by Marriott Phuket Town,,['Pool'],[],DEAL_GENERIC,"2,850",STANDALONE,,per night,5,4.7,53,Exceptional,TRUE,,7.880679,98.392759,Talat Yai
234,Thanyapura Sports & Health Resort,,['Pool'],[],DEAL_MEMBER,"4,482",STANDALONE,"6,403",per night,5,4.5,77,Wonderful,TRUE,,8.048968,98.351027,
235,Bangtao Village Resort,,['Pool'],[],DEAL_MEMBER,"2,447",STANDALONE,"2,879",per night,5,3.9,106,Good,TRUE,,7.985961,98.28977,
236,Sunsuri Phuket,,['Pool'],[],,"4,994",STANDALONE,,per night,5,4.5,408,Wonderful,TRUE,,7.779299,98.308465,
237,Beyond Patong,,['Pool'],[],DEAL_GENERIC,"2,948",STANDALONE,"4,535",per night,5,4.1,204,Very good,TRUE,,7.897428,98.298547,
238,MISSION HILLS PHUKET GOLF RESORT,,['Pool'],[],DEAL_MEMBER,"3,201",STANDALONE,,per night,5,3.5,40,Good,TRUE,,8.087261,98.37122,
239,Ruenthai Boutique,,[],[],DEAL_GENERIC,927,STANDALONE,,per night,5,4,47,Very good,TRUE,,8.100159,98.309419,
240,The ASHLEE Heights Patong Hotel & Suites,,['Pool'],[],DEAL_GENERIC,"1,315",STANDALONE,"5,928",per night,5,3.7,448,Good,TRUE,,7.884465,98.295438,
241,Best Western Premier Bangtao Beach Resort & Spa,,['Pool'],[],DEAL_GENERIC,"5,496",STANDALONE,,per night,5,4.2,315,Very good,TRUE,,7.985272,98.28691,
242,Blue Carina Inn Hotel,,['Pool'],[],DEAL_MEMBER,885,STANDALONE,"1,496",per night,5,3.8,27,Good,TRUE,,7.897952,98.366338,
243,JJW House Phuket,,[],[],DEAL_GENERIC,757,STANDALONE,"1,409",per night,5,5,1,Exceptional,TRUE,,8.101261,98.308616,
244,Kim Lung Airport Hotel,,[],[],,"1,188",STANDALONE,,per night,5,4.7,3,Exceptional,TRUE,,8.1108,98.310165,
245,The Andaman Beach Hotel Phuket Patong,,['Pool'],[],DEAL_MEMBER,"3,639",STANDALONE,,per night,5,4.5,4,Wonderful,TRUE,,7.906954,98.298506,
246,Andamantra Resort and Villa Phuket,,"['Pool', 'Hot tub']",[],,"1,857",STANDALONE,,per night,5,3.4,327,,TRUE,,7.902779,98.309938,
247,"Kalima Resort & Spa, Phuket",VIP Access,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"11,837",STANDALONE,,per night,5,4.3,998,Excellent,TRUE,,7.91716,98.284319,
248,Patong Heights,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,"3,370",STANDALONE,,per night,5,4.3,6,Excellent,TRUE,,7.88206,98.283327,
249,The Yorkshire Hotel,,['Pool'],[],DEAL_GENERIC,983,STANDALONE,"1,110",per night,5,3.9,324,Good,TRUE,,7.892921,98.29894,
250,The Besavana Phuket,,['Pool'],[],DEAL_MEMBER,"1,501",STANDALONE,,per night,5,4.6,32,Wonderful,TRUE,,7.88504,98.385621,Old Phuket Town
251,Patong Heritage,,['Pool'],[],,"1,291",STANDALONE,,per night,5,3.8,444,Good,TRUE,,7.889847,98.296648,
252,Z&Z Resort,,['Pool'],[],DEAL_MEMBER,708,STANDALONE,,per night,5,0,0,,TRUE,,7.801248,98.331254,
253,LetsPhuket Twin Sands Resort & Spa,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,"3,538",STANDALONE,,per night,5,4.3,206,Excellent,TRUE,,7.883843,98.274302,
254,The Regent Phuket Bangtao Beach,,['Pool'],[],DEAL_MEMBER,"2,426",STANDALONE,"5,392",per night,5,3.6,102,Good,TRUE,,7.995269,98.300969,
255,Modern Living Hotel,,['Pool'],[],DEAL_MEMBER,"2,878",STANDALONE,"7,631",per night,5,3.5,120,Good,TRUE,,7.899289,98.296948,
256,Z&Z House,,['Pool'],[],DEAL_MEMBER,758,STANDALONE,,per night,5,0,0,,TRUE,,7.796357,98.327539,
257,Racha Island Resort,,['Pool'],[],DEAL_GENERIC,"4,351",STANDALONE,"14,964",per night,5,4,158,Very good,TRUE,,7.609131,98.370815,
258,Wayla Villa Maikhao Beach,,['Pool'],[],DEAL_MEMBER,"1,668",STANDALONE,"1,853",per night,5,5,3,Exceptional,TRUE,,8.132619,98.307459,
259,Buasri Boutique Patong,,['Pool'],[],DEAL_GENERIC,"1,525",STANDALONE,"2,604",per night,5,4.5,31,Wonderful,TRUE,,7.887088,98.301225,
260,Deevana Plaza Phuket,,['Pool'],[],DEAL_GENERIC,"3,001",STANDALONE,"4,002",per night,5,4.2,992,Very good,TRUE,,7.885602,98.294186,
261,Airport Resort & Spa,,['Pool'],[],DEAL_MEMBER,"1,516",STANDALONE,,per night,5,3.9,227,Good,TRUE,,8.095231,98.307898,
262,Woraburi Phuket Resort & Spa,,['Pool'],[],DEAL_GENERIC,"1,992",STANDALONE,"4,634",per night,5,3.5,462,Good,TRUE,,7.843934,98.294436,
263,O'nya Phuket Hotel,,[],[],DEAL_MEMBER,910,STANDALONE,"1,516",per night,5,4.3,63,Excellent,TRUE,,7.900317,98.367948,
264,Oakwood Hotel Journeyhub Phuket,,['Pool'],[],DEAL_MEMBER,"1,361",STANDALONE,,per night,5,3.9,98,Good,TRUE,,7.901691,98.305005,
265,Baan Yuree Resort and Spa,,['Pool'],[],DEAL_MEMBER,938,STANDALONE,"1,173",per night,5,3.7,146,Good,TRUE,,7.878605,98.294222,
266,Wongmuang Place,,[],[],DEAL_GENERIC,548,STANDALONE,,per night,5,4.8,97,Exceptional,TRUE,,8.097215,98.306451,
267,The Yama Hotel Phuket,VIP Access,['Pool'],[],DEAL_MEMBER,"2,563",STANDALONE,"4,271",per night,5,4.3,701,Excellent,TRUE,,7.820228,98.309984,
268,PENSIRI HOUSE,,[],[],DEAL_MEMBER,641,STANDALONE,802,per night,5,4.3,39,Excellent,TRUE,,8.086828,98.299781,
269,Orchidacea Resort,,['Pool'],[],DEAL_MEMBER,"2,223",STANDALONE,"2,779",per night,5,4,190,Very good,TRUE,,7.812347,98.298635,
270,Cocoville Phuket Resort,,['Pool'],[],DEAL_MEMBER,"1,600",STANDALONE,,per night,5,4.8,61,Exceptional,TRUE,,7.853069,98.344718,
271,Kata Sea Breeze Resort,,['Pool'],[],DEAL_GENERIC,"1,695",STANDALONE,"1,914",per night,5,3.8,150,Good,TRUE,,7.819945,98.300111,
272,Forty Winks Phuket,,['Pool'],[],DEAL_MEMBER,609,STANDALONE,"1,131",per night,5,4,131,Very good,TRUE,,7.89078,98.304144,
273,Wyndham La Vita Phuket,,['Pool'],[],DEAL_MEMBER,"3,564",STANDALONE,,per night,5,0,0,,TRUE,,7.773645,98.317876,
274,The Malika,,['Pool'],[],DEAL_GENERIC,"1,137",STANDALONE,"1,264",per night,5,4.5,122,Wonderful,TRUE,,7.875261,98.392461,Talat Yai
275,Villa Tantawan Resort And Spa,,"['Pool', 'Hot tub', 'Kitchen']",[],DEAL_GENERIC,"9,267",STANDALONE,,per night,5,4.5,59,Wonderful,TRUE,,7.943882,98.285611,
276,Novotel Phuket Kata Avista Resort And Spa,,['Pool'],[],DEAL_MEMBER,"4,400",STANDALONE,,per night,5,4.4,16,Excellent,TRUE,,7.825892,98.294646,
277,Twinpalms MontAzure ,,['Pool'],[],DEAL_GENERIC,"18,626",STANDALONE,"20,695",per night,5,4.9,13,Exceptional,TRUE,,7.962576,98.284094,
278,Blu Monkey Hub and Hotel Phuket,,['Pool'],[],,"1,353",STANDALONE,,per night,5,4.2,274,Very good,TRUE,,7.883937,98.394329,Talat Yai
279,Naka Resort,,['Pool'],[],DEAL_GENERIC,"2,106",STANDALONE,,per night,5,4.9,37,Exceptional,TRUE,,7.929636,98.274173,
280,The Privilege Residences,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,790",STANDALONE,"2,106",per night,5,3.7,130,Good,TRUE,,7.916436,98.291065,
281,Little Nyonya Hotel,,['Pool'],[],DEAL_GENERIC,"1,413",STANDALONE,"2,523",per night,5,4.3,165,Excellent,TRUE,,7.879199,98.363938,
282,At Patong Hotel,,['Pool'],[],DEAL_MEMBER,"2,275",STANDALONE,"5,687",per night,5,3.9,201,Good,TRUE,,7.891163,98.302294,
283,Baan Sailom Resort,,['Pool'],[],DEAL_GENERIC,"2,445",STANDALONE,"3,260",per night,5,4.2,52,Very good,TRUE,,7.834261,98.296001,
284,Andaman Seaside Resort,,['Pool'],[],DEAL_MEMBER,"2,234",STANDALONE,"5,729",per night,5,3.9,214,Good,TRUE,,7.98476,98.286958,
285,Andaman Seaview Hotel,,['Pool'],[],DEAL_MEMBER,"2,715",STANDALONE,"4,762",per night,5,4,126,Very good,TRUE,,7.831927,98.295887,
286,Ramaburin Resort,,['Pool'],[],DEAL_GENERIC,"1,173",STANDALONE,"1,742",per night,5,4,116,Very good,TRUE,,7.884833,98.292901,
287,Di Pantai Boutique Beach Resort,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"1,003",STANDALONE,"1,908",per night,5,3.6,190,Good,TRUE,,7.917215,98.29157,
288,The Lake Chalong Hotel,,['Pool'],[],DEAL_GENERIC,"1,172",STANDALONE,"3,137",per night,5,5,5,Exceptional,TRUE,,7.84939,98.336273,
289,Simplitel,,[],[],DEAL_GENERIC,"1,189",STANDALONE,,per night,5,4.1,184,Very good,TRUE,,7.84812,98.296363,
290,Roost Glamping,,['Pool'],[],DEAL_MEMBER,"1,083",STANDALONE,"1,415",per night,5,4.8,9,Exceptional,TRUE,,7.776299,98.318565,
291,OZO Phuket,VIP Access,['Pool'],[],DEAL_GENERIC,"4,125",STANDALONE,"5,500",per night,5,4.5,83,Wonderful,TRUE,,7.825027,98.297045,
292,Baan Krating Phuket Resort,,['Pool'],[],,"2,103",STANDALONE,,per night,5,4.2,154,Very good,TRUE,,7.78139,98.32898,
293,Bauman Residence,,['Pool'],[],DEAL_GENERIC,"1,011",STANDALONE,"4,676",per night,5,3.8,584,Good,TRUE,,7.899048,98.303318,
294,Karona Resort & Spa,,['Pool'],[],DEAL_GENERIC,"1,877",STANDALONE,"3,941",per night,5,3.9,238,Good,TRUE,,7.8299,98.295732,
295,Phuket Kata Resotel,,['Pool'],[],DEAL_MEMBER,"1,618",STANDALONE,"2,696",per night,5,4,226,Very good,TRUE,,7.816781,98.301392,
296,Karon Sea Sands Resort,,['Pool'],[],DEAL_MEMBER,"3,943",STANDALONE,,per night,5,4.3,345,Excellent,TRUE,,7.847319,98.293846,
297,Patong Buri Resort,,['Pool'],[],DEAL_GENERIC,538,STANDALONE,"2,068",per night,5,3.3,60,,TRUE,,7.892109,98.30124,
298,Karon Sino House,,[],[],DEAL_MEMBER,800,STANDALONE,,per night,5,4.5,15,Wonderful,TRUE,,7.847016,98.298539,
299,Aspery Hotel,,['Pool'],[],DEAL_MEMBER,"2,731",STANDALONE,,per night,5,3.7,995,Good,TRUE,,7.899766,98.298995,
300,ibis Phuket Patong,,['Pool'],[],,"1,810",STANDALONE,,per night,5,3.7,538,Good,TRUE,,7.902002,98.299755,
301,Casa Blanca Boutique hotel,,['Pool'],[],DEAL_GENERIC,"1,589",STANDALONE,"2,710",per night,5,4.6,280,Wonderful,TRUE,,7.883968,98.390796,Old Phuket Town
302,Aqua Resort,,['Pool'],[],DEAL_MEMBER,930,STANDALONE,"1,853",per night,5,4.2,141,Very good,TRUE,,7.807022,98.33807,
303,Absolute Twin Sands Resort & Spa,,"['Pool', 'Hot tub']",[],DEAL_GENERIC,"2,881",STANDALONE,"3,986",per night,5,4.3,6,Excellent,TRUE,,7.88399,98.274454,
304,The Old Phuket - Karon Beach Resort,,['Pool'],[],DEAL_GENERIC,"3,278",STANDALONE,"5,468",per night,5,4,312,Very good,TRUE,,7.843337,98.296957,
305,Andaman Beach Suites Hotel,,['Pool'],[],,"2,951",STANDALONE,,per night,5,3.9,188,Good,TRUE,,7.900968,98.299824,
306,Amora Beach Resort Phuket,,['Pool'],[],DEAL_GENERIC,"1,809",STANDALONE,,per night,5,3.6,142,Good,TRUE,,7.991094,98.292524,
307,Phuket Airport Inn,,['Pool'],[],DEAL_MEMBER,547,STANDALONE,,per night,5,3.2,405,,TRUE,,8.101167,98.307156,
308,Meir Jarr Hotel,,['Pool'],[],DEAL_GENERIC,883,STANDALONE,"2,087",per night,5,3.8,127,Good,TRUE,,7.885692,98.293957,
309,Ramada by Wyndham Phuket Deevana Patong,,['Pool'],[],DEAL_GENERIC,"2,464",STANDALONE,"3,286",per night,5,4.2,212,Very good,TRUE,,7.900698,98.301987,
310,ACCESS Resort & Villas,,['Pool'],[],DEAL_MEMBER,"3,833",STANDALONE,"4,509",per night,5,4.3,350,Excellent,TRUE,,7.843708,98.301371,
311,Check In,,[],[],DEAL_MEMBER,"1,011",STANDALONE,"1,264",per night,5,0,0,,TRUE,,8.092877,98.302989,
312,Karon Princess Hotel,,['Pool'],[],DEAL_GENERIC,"1,611",STANDALONE,"1,896",per night,5,3.6,64,Good,TRUE,,7.843378,98.294618,
313,"Kantary Bay Hotel, Phuket",,['Pool'],[],DEAL_GENERIC,"2,518",STANDALONE,,per night,5,4.5,251,Wonderful,TRUE,,7.805343,98.406241,
314,Naina Resort & Spa,,"['Pool', 'Hot tub']",[],,"1,107",STANDALONE,,per night,5,3.7,274,Good,TRUE,,7.896445,98.304622,
315,Diamond Resort Phuket,,"['Pool', 'Kitchen']",[],DEAL_MEMBER,"3,505",STANDALONE,,per night,5,4.3,53,Excellent,TRUE,,7.991741,98.299362,
316,Bandara Villas Phuket,,['Pool'],[],DEAL_MEMBER,"12,529",STANDALONE,"18,425",per night,5,4.5,230,Wonderful,TRUE,,7.81153,98.389411,
317,Hotel Baya Patong,,['Pool'],[],DEAL_GENERIC,864,STANDALONE,"1,362",per night,5,3.5,58,Good,TRUE,,7.881329,98.293726,
318,"Maikhao Dream Villa Resort and Spa, Centara Boutique Collection",,"['Pool', 'Hot tub']",[],DEAL_MEMBER,"22,666",STANDALONE,"26,716",per night,5,4.2,65,Very good,TRUE,,8.13521,98.300111,
319,Boomerang Inn,,['Pool'],[],DEAL_MEMBER,"1,516",STANDALONE,,per night,5,3.7,130,Good,TRUE,,7.900227,98.299629,
320,Royal Phuket City Hotel,,['Pool'],[],,"1,734",STANDALONE,,per night,5,4,195,Very good,TRUE,,7.883131,98.394942,Talat Yai
321,The Kiri Villas Resort,,['Pool'],['Entire home'],DEAL_MEMBER,"2,687",STANDALONE,"4,634",per night,5,4.3,161,Excellent,TRUE,,8.013777,98.326819,
322,Chabana Resort,,['Pool'],[],,"1,623",STANDALONE,,per night,5,4.1,29,Very good,TRUE,,7.994494,98.302138,
323,Impiana Private Villas Kata Noi,VIP Access,"['Breakfast included', 'Pool']",[],DEAL_GENERIC,"16,926",STANDALONE,"28,721",per night,5,4.4,109,Excellent,TRUE,,7.81183,98.297096,
324,Centro One Patong,,"['Breakfast included', 'Pool']",[],DEAL_MEMBER,"2,883",STANDALONE,"4,119",per night,5,0,0,,TRUE,,7.89259,98.299819,
325,Porterhouse Beach Hotel,,['Pool'],[],DEAL_MEMBER,"1,084",STANDALONE,,per night,5,4.2,14,Very good,TRUE,,7.906902,98.298002,
326,Green Harbor Hotel & Service Apartment,,"['Pool', 'Kitchen']",[],DEAL_GENERIC,901,STANDALONE,"1,002",per night,5,4.6,36,Wonderful,TRUE,,7.882505,98.295958,
327,Seaview Patong Hotel,,['Pool'],[],,"1,586",STANDALONE,,per night,5,3.7,155,Good,TRUE,,7.885559,98.28802,
